articleId,categoryId,text,aiModel,aiConfidence,status,title,negativeFeedbackCount,positiveFeedbackCount,replyType
AVskh8UEtKp96s659DiA,lT3h7XEBrIRcahlYugqq,"只要上了年紀所有人都會面臨骨質疏鬆，然而，大多數人卻是患有骨質疏鬆仍毫不自知！請葉峻榳醫師來談談！(clap)
https://www.careonline.com.tw/2017/03/Osteoporosis.html

【樂活人生】
對抗老人斑(2 stars)
https://www.careonline.com.tw/2017/03/solar-lentigo.html

你的累，皰疹都知道(rose)
https://www.careonline.com.tw/2017/03/HSV.html

「照護地圖快搜」找醫生，超方便！(love)
https://www.careonline.com.tw/p/map.html",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AVrwrhvOtKp96s659Cvl,lT3h7XEBrIRcahlYugqq,紅藜首度被證實能防癌！還有這三種好處… - 康健雜誌 - http://m.commonhealth.com.tw/article/article.action?eturec=1&block=article-int&nid=74233&from=line,bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV9_z9u4yCdS-nWhuige,lT3h7XEBrIRcahlYugqq,"食藥署日前公布最新攝食指南指出，鯊魚、鮪魚等大型魚類含有毒重金屬「甲基汞」，恐影響孩子神經發育，表示孕婦以及6歲以下幼童能不吃就不吃；醫師則建議以小魚取代大魚。

衛生福利部食品藥物管理署日前召開的「食品衛生安全與營養諮議會」，由專家決議訂定這項大型魚類攝食指南。

台北榮民總醫院臨床毒物與職業醫學科主任、食安營養諮議會委員楊振昌告訴中央社記者，甲基汞其實就是早年引發「水俁病」的主要原因，1953年日本有氯鹼工廠將廢水排進海裡，經海底微生物代謝成甲基汞，人類吃了含甲基汞的魚貝類中毒，造成許多人出現智力低下、視力障礙甚至死亡，後來才知道是甲基汞所致。

楊振昌說，由於幼童腦部還沒發育完全，甲基汞恐跑到腦部，影響智力發展，導致抽筋、手抖、視野變小、記憶力變差等症狀，也會透過孕婦的胎盤影響腹中胎兒。

食藥署食品組簡任技正林旭陽指出，由於海洋汙染日益嚴重，加上台灣四面環海，魚類攝食量較歐美國家多，因此曾多次在「食品衛生安全與營養諮議會」中討論修正水產品甲基汞限量。

林旭陽表示，重金屬「汞」有很多種，並非所有都對人體有害，但甲基汞是已知毒性相當高的重金屬，因此現行法令也規定，甲基汞在小型魚類的限量為1ppm，大型魚類則為2ppm。

楊振昌指出，近年國際食品法典委員會（Codex）已將大型魚類甲基汞限量下修至1ppm，因此諮議會也多次討論下修可能性，但受到水產品業者強烈反彈，認為若標準下修，恐怕大多數的魚都不能賣了，最後只能維持現狀。

林旭陽說，由於甲基汞存在於海洋中，會累積在魚類體內，大魚吃小魚時就會連帶把重金屬吃下肚，因此大魚體內的甲基汞含量也較高，為避免孕婦及幼童攝取過多甲基汞危害健康，才訂定這項指南。

根據攝食指南，孕婦及育齡婦女，每週至少均衡攝取7到9份魚類，但應避免吃到鯊魚、旗魚、鮪魚及油魚，如要攝取不宜超過一份（35克），即成人三指併攏的大小及厚度；1到3歲兒建議每週至少攝取2份（70公克）魚類，4到6歲兒童每週吃3份各種魚類，鯊魚、旗魚、鮪魚及油魚等大型魚類每月不宜超過一份（35克）。

楊振昌說，魚類富含omega-3等許多營養素，對人體有很多好處，不論是孕婦、孩子都應該補充，但為了避免吃下過多甲基汞，才會建議能不吃就不吃，建議若要吃魚，可以選擇小型的鮭魚、鱈魚、秋刀魚等，不僅甲基汞把關較嚴，殘留量也相對較低。",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV8ZByP9yCdS-nWhuhZ9,lT3h7XEBrIRcahlYugqq,生命相關信息：TVBS報導：美國有一位18歲女孩，在洗澡時，邊充電，邊玩手機，不小心，手機掉入浴缸，電流入水中，一時，女孩就被電斃了，因為電遇水，電壓即增強50倍，110的電壓，瞬間變為5000高壓電，神仙來了都救不回。務必告知小孩千萬不可在浴室內充電，吹風機使用中，萬一掉入水中，不可伸手去拿水中的吹風機，因水中吹風機遇水，變成高壓電了，吹頭髮時，一定要穿膠鞋，保持地面乾燥。千萬小心，安全第一。平安才是福。,bert,1.0,NORMAL,保健秘訣、食品安全,1,6,NOT_RUMOR
AV659WEuyCdS-nWhugq-,lT3h7XEBrIRcahlYugqq,"有朋友透過Line@詢問TH專業團隊：
『我婆婆長期吃克潰精保養胃，會有什麼問題嗎？』

哎呀！藥品，就是『治療』用，怎麼可以當保養品呢！
趕快讓專業的True health向您說分明～
http://thealth.tw/2hr1e9U",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV64JpO1yCdS-nWhugpS,lT3h7XEBrIRcahlYugqq,"中秋吃柚子有「死亡風險」醫籲：「這些人」千萬別碰 #LINETODAY

https://today.line.me/TW/article/%E4%B8%AD%E7%A7%8B%E5%90%83%E6%9F%9A%E5%AD%90%E6%9C%89%E3%80%8C%E6%AD%BB%E4%BA%A1%E9%A2%A8%E9%9A%AA%E3%80%8D%E9%86%AB%E7%B1%B2%EF%BC%9A%E3%80%8C%E9%80%99%E4%BA%9B%E4%BA%BA%E3%80%8D%E5%8D%83%E8%90%AC%E5%88%A5%E7%A2%B0-vkml8K?utm_source=lineshare",bert,1.0,NORMAL,保健秘訣、食品安全,0,5,NOT_RUMOR
AV8QG-mjyCdS-nWhuhR0,lT3h7XEBrIRcahlYugqq,"中國穴道何其多,
中國經絡學者祝總驤 
將其化繁為簡,
只按3個穴道,
加上一個腹部呼吸,
及蹲下、站起來二個動作
稱為3l2健身法
造福自己及一般平民百姓。
大家不妨做做看,
求醫不如求己,
不是嗎?

https://www.youtube.com/watch?v=cAohIiImu8o",bert,1.0,NORMAL,保健秘訣、食品安全,0,2,NOT_RUMOR
AV75PBaJyCdS-nWhuhG1,lT3h7XEBrIRcahlYugqq,"今天看新聞
台中市一男子為了省錢˙
把爛掉一半的梨子削掉˙留下好的另一半水梨吃下肚˙結果六小時後他腹部絞痛˙就醫後證實得了「鐮刀桿菌」變成肺水腫差點沒命。
醫生說:水果只要出現小部份腐爛˙就會孳生「鐮刀桿菌」此菌會順著血管入侵肺部˙造成肺水腫。所以發現有一點點腐爛的水果，就是整個水果都汚染了，不能吃了，別捨不得~會没命的。",bert,1.0,NORMAL,保健秘訣、食品安全,1,27,NOT_RUMOR
AV692UWJyCdS-nWhugs_,lT3h7XEBrIRcahlYugqq,"中秋吃柚子有「死亡風險」醫籲：「這些人」千萬別碰
EBC 東森新聞
發布時間 : 2017年9月25日 AM 10點0分
更新時間 : 2017年9月25日 AM 10點42分
LINEfacebook1656 64

▲醫師提醒「這些人」吃柚子恐有死亡風險。（圖／吳元宏 臉書）
一年一度的中秋節即將來臨，除了和親人團聚吃月餅、嗑柚子，肯定也要相約三五好友一同歡樂烤肉。不過，在玩樂之餘，要特別注意飲食的健康安全，醫師吳元宏就特別提醒，有在服用抗凝血劑warfarin的民眾，千萬要少吃柚子，否則會有死亡風險。
▼醫師吳元宏發現阿嬤手上有大片瘀青，原來是柚子惹的禍。（圖／pixabay）",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV499P-4yCdS-nWhufTz,lT3h7XEBrIRcahlYugqq,"雞蛋食安頻出包 毒物專家傳授吃蛋撇步 
https://today.line.me/TW/article/%E9%9B%9E%E8%9B%8B%E9%A3%9F%E5%AE%89%E9%A0%BB%E5%87%BA%E5%8C%85+%E6%AF%92%E7%89%A9%E5%B0%88%E5%AE%B6%E5%82%B3%E6%8E%88%E5%90%83%E8%9B%8B%E6%92%87%E6%AD%A5-RmKoLq?utm_source=lineshare&openExternalBrowser=1",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV3p0aKyyCdS-nWhueSn,lT3h7XEBrIRcahlYugqq,"求方便三餐吃麵包　女大生竟患糖尿病 #LINETODAY

https://today.line.me/TW/article/%E6%B1%82%E6%96%B9%E4%BE%BF%E4%B8%89%E9%A4%90%E5%90%83%E9%BA%B5%E5%8C%85%E3%80%80%E5%A5%B3%E5%A4%A7%E7%94%9F%E7%AB%9F%E6%82%A3%E7%B3%96%E5%B0%BF%E7%97%85-xOzLOG?utm_source=lineshare&openExternalBrowser=1",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV2wzBCtyCdS-nWhudrv,lT3h7XEBrIRcahlYugqq,"蟑螂，四大公害之一
它們不僅會傳播細菌
還會爬來爬去困擾著我們
特別是會飛的蟑螂
但是用各種殺蟲劑和其他方法
都不能徹底消滅它們
接下來就讓小編教你們一招
起源於美國亞歷桑那州
特別簡單的防治蟑螂方法：
1、準備好材料砂糖和蘇打粉",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV2OhU9myCdS-nWhudQN,lT3h7XEBrIRcahlYugqq,"每遇到冷空氣或吸到灰塵，你的鼻子就像水龍頭一樣流都流不停嗎？眼睛癢、鼻塞到沒辦法呼吸，這樣的情節常常反覆上演嗎？醫師教您擊退過敏性鼻炎。
https://www.careonline.com.tw/2017/07/allergic-rhinitis.html

(fire)惱人的過敏

照顧氣喘兒，務必留意的重要觀念【楊樹文 醫師】
https://www.careonline.com.tw/2017/02/asthma.html

異位性皮膚炎，會好嗎？【游懿聖 醫師】
https://www.careonline.com.tw/2017/04/Atopic-dermatitis.html

吃這個也癢，吃那個也癢，癢到受不了的蕁麻疹【游懿聖 醫師】
https://www.careonline.com.tw/2017/03/Urticaria.html

(3 hearts)超過1300萬瀏覽量，最受歡迎且值得信賴的「照護線上」！
https://line.me/R/ti/p/%40careonline",bert,1.0,NORMAL,保健秘訣、食品安全,0,2,NOT_RUMOR
AV8guT9WyCdS-nWhuhgK,lT3h7XEBrIRcahlYugqq,那麼出現白頭發到底該怎麼才能夠讓頭髮變黑呢，隨便告訴大家一個簡單的方法，只要10塊錢就能治好你的白頭發，每天洗一次，堅持一周竟然就長出烏黑亮麗的頭髮了!用桑葉、側柏葉、苦丁茶三種各10克--20克左右，熬成藥水之後洗頭即可．就是跟熬藥一樣。,bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV7rk7kLyCdS-nWhuhBD,lT3h7XEBrIRcahlYugqq,"   英國醫生詹姆斯•裕龍塔的意見
—— 老年飲食的幾種誤會

1 素食的誤會
老年人一般認為素食是健康的保證，實際是一種誤會。素食造成營養多方面不良。據中國報導佛教徒都是素食。檢查身體結果證明，素食的結果是非常失敗的。老年人大部接受吃素食的錯誤理論。應當糧食、肉類、魚類、水果都要吃才符合健康要求。

 2咖啡的誤會
應當給咖啡平反，很多人誤會咖啡對心腦血管不利。這是誤會。咖啡中咖啡因對人神經有好處。防止老年癡呆症、帕 金森症有益。但，不能過量，過量是有害的。

 3 酒的誤會
老年人少量飲酒是有好處的，一可以提高高密度脂蛋白，二可以擴充血管，葡萄酒中含有花青素對血管有好處。大量飲酒是錯誤的。

4 對紅燒肉的誤會   北京協和醫院實驗證明：豬肉條爆火炒肉中飽和脂肪酸多。而紅燒肉、東坡肉中飽和脂肪很少。過去，對紅燒肉誤會。紅燒肉中恰恰飽和脂肪很少。而對人體有益處的Ω3非常豐富。這是因為紅燒肉高溫處理後，大分子都被高溫裂解成為小分子的Ω3。古代的蘇東坡，現代的毛主席都大碗吃紅燒肉。實際老年人不要怕紅燒肉，適量地吃點還是有好處的。

5 粗糙糧食的誤會。
一些地區流傳一種學說。吃粗糙食品是健康的。這是一種極大的誤會。粗糙食品的原理是藉助裡面的纖維。實際上纖維不一定非從粗糙糧食中吸取。紅薯、蘋果、土豆（馬鈴薯）中的纖維品質更高。那裡有大量可溶性纖維比粗糙糧食中更優秀。況且粗糙糧食嚴重影響胃腸功 能。對於老年人是一種嚴重的誤會。糧食吃粗細搭配為好。

6 南瓜治糖尿病是誤會
南瓜中糖含量很高，不能治糖尿病，誤會。",bert,1.0,NORMAL,保健秘訣、食品安全,0,2,NOT_RUMOR
AV7byNU_yCdS-nWhug5Q,lT3h7XEBrIRcahlYugqq,"每日一顆柚子　老婦竟橫紋肌溶解 #LINETODAY

https://today.line.me/TW/article/%E6%AF%8F%E6%97%A5%E4%B8%80%E9%A1%86%E6%9F%9A%E5%AD%90%E3%80%80%E8%80%81%E5%A9%A6%E7%AB%9F%E6%A9%AB%E7%B4%8B%E8%82%8C%E6%BA%B6%E8%A7%A3-OPNP7B?utm_source=lineshare",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV6pWNFuyCdS-nWhugha,lT3h7XEBrIRcahlYugqq,"【鉀40的放射性，是個食安問題，還是腦洞的問題呢？】

好啦，笑破肚皮後，還是要來講點正經的，鉀到底對人體的功用是啥，鉀出現放射性到底恐怖不恐怖。

================================
Q1.看到高金立委與方儉出來開記者會，質疑台鹽健康減鈉鹽、台鹽健康美味鹽、台鹽健康超鮮鹽這三種鹽怎麼含有這麼高的鉀40放射性同位素，拿來作比較的其他天然海鹽、岩鹽怎麼都沒有?http://www.appledaily.com.tw/realtimenews/article/life/20170921/1208042/%E5%8F%B0%E9%B9%BD%E7%94%A2%E5%93%81%E5%90%AB%E9%AB%98%E5%8A%91%E9%87%8F%E9%89%8040%E3%80%80%E5%8E%9F%E8%83%BD%E6%9C%83%EF%BC%9A%E5%AE%89%E5%95%A6%EF%BC%81

A
1.1因為這三樣鹽標榜低鈉鹽，所以添加了鉀啊!!!!! 其他的又沒加鉀。
1.2 鉀在自然界裡有三種同位素: 鉀39 (穩定的同位素，占93.3%)，鉀41(占6.7%)，鉀40(具放射性，占0.01%)，這三種同位素本來就存在於自然界，鉀40本來就是人體裡主要放射性的天然來源喔。
1.3相對的氯化鈉裡面的鈉，自然界中只有鈉23，是不具放射性的。所以鉀同位素才會帶放射性。
1.4 鉀對人體是必需的營養成分，成人一天約需攝取3500毫克的鉀。也就是說，你不吃低鈉鹽攝取鉀，你也要從各種食物裡面攝取鉀。只要吃任何天然食物攝取鉀，一定就會攝取到0.01%的放射性鉀40。好可怕喔，那都不要吃鉀好了，對不起，人沒有鉀就會抽筋、心臟病而死，這叫因噎廢食。

----------------------------------------------------------------
Q2. 台鹽的低鈉鹽，氯化鉀特別高，是經過濃縮的。
A2. Hello，放射性同位素這麼容易分離、純化再濃縮嗎? 鉀39 鉀40分子量才差1耶，那要超高轉速的離心機才能把兩種分開吧，這可是以鈾製造核子彈的關鍵耶，這種技術可是受到美國嚴密監管的，台鹽會這個的話，台灣還要中山科學院幹嘛? 直接學習金小胖，我們在國際上再也不會受到欺侮了啊。
實際看看數據來算一下就知道嘛，根據文獻鉀40的放射活性在每毫克0.032貝克，而依照記者會資料，台鹽健康減鈉鹽每100公克含有24634毫克的鉀，計算起來那就是788.3貝克/百克，等於7883貝克/千克；而記者會呈現實測活度是8860貝克/千克。計算值與實測值其實差異在12%左右，我認為相當接近，濃縮如果造成效應才12%，那不如回家洗洗睡，那麼累幹嘛。
------------------------------------------------------------------
Q3. 加了鉀的鹽是氯化鉀。氯化鉀是美國執行注射死刑用的。
A3. 怪怪，血管跟腸胃可是不一樣的東西吧，很多可以吃的東西，打到血管裡一樣出人命。不然請這位電力專家，把你拿來作比較，認為沒有毒的天然海鹽打一管進血管看看，如果你活下來，我就不得不承認氯化鉀真的很毒啊。
--------------------------------------------------------------------
Q4. 30年前衛生署（衛福部前身）是反對在食用鹽中加鉀替代鈉的……從這些檔案回顧歷史，當年的官員還有學養，顧及人民健康，現在的官，日子太好過了，根本不用功，也不研究。
A4: 嘴砲現在的政府，真是輕鬆又過癮啊，偏偏當初不是這樣的啊「行政院衛生署的意見卻認為，食鹽中增添鉀鹽並不合適，對抗高血壓應從低鹽飲食方面做起，至於加工食品用之食鹽，如醬油、鹹魚等，則可並用鉀鹽，以調整食鹽中的鉀/鈉之比例，但應就醫學及科學上先加以研究再依據相關法令規範使用。」當初政府是考量氯化鉀法規標準還沒訂定、台鹽也覺得還沒市場需求，所以不急著生產啊。跟放射性根本一點關係都沒有呀!!!  

一樣重申，爆料食安前請多查查資料、問問真正的專家。「台灣鹽已經比北韓的氫彈更危險了」，嗯嗯，其實這根本就違反了南極公約啊啊啊........，要搞笑，本版隨時奉陪喔，啾咪。",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV6BT3B3yCdS-nWhugFm,lT3h7XEBrIRcahlYugqq,〈南部〉紅藜養生當紅 小心帶殼有毒 - 地方 - 自由時報電子報 http://news.ltn.com.tw/news/local/paper/927568?utm_medium=M&utm_campaign=SHARE&utm_source=LINE,bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV5-Z_uCyCdS-nWhugDN,lT3h7XEBrIRcahlYugqq,"1、唱歌是一項有節奏的體內按摩。 
 
唱歌能沖開人體橫膈膜，這種內部的循環按摩，是任何一項運動都代替不了的。 
 
2、唱歌能增強人體的免疫功能。 
 
美國加州大學的研究人員發現，唱詩班的成員在每次排練後，他們體內一種名為IgA的免疫球蛋白含量增加了150%，而在一次公開演出後，這種免疫球蛋白更是增加了240%。這項研究的負責人表示：“雖然我們不能說唱歌能抵禦感冒，但在適當的情況下，唱歌確實能夠增強人的免疫系統。” 
 
3、唱歌能訓練神經通路。無論老人、年輕的學生，還是無家可歸的人，在唱詩班唱歌后的情緒都會變得更好。此外，患有肺氣腫的病人在接受唱歌訓練後，呼吸也有所改善。業餘唱歌愛好者的個人儀態儀錶也更好。 
 
4、唱歌能釋放荷爾蒙，增進感情。 
 
研究人員證明，人們在唱歌時，大腦中會釋放出一種名為催產素的荷爾蒙。剛生下孩子的媽媽在給寶寶餵奶時大腦里也會釋放出這種荷爾蒙，戀人含情脈脈地相互凝視時，他們的大腦中也都會釋放出這種荷爾蒙，這種荷爾蒙能增進人們之間的感情。 
 
5、唱歌能健康減肥。 
 
唱歌是一項全身運動，可以鍛煉全身肌肉，達到減肥的功效。60公斤體重的人唱歌時熱能消耗率2.0千卡/分鐘，唱2小時可消耗240千卡(與氣息深淺相關)。指揮者的熱能消耗率2.5千卡/分,2小時消耗300千卡。這樣每周唱兩次歌，能完成美國運動醫學聯合會建議運動量的三分之一。再加路途的奔波消耗和每周來它二次連續快走3000步，就屬於我國體育人口一份子。 
 
6、唱歌能增強呼吸功能。 
 
唱歌能擴大肺活量，增加肺泡通氣量，所以唱歌是一種提高呼吸功能的好辦法。 
 
7、唱歌能起到抗衰老的功效。 
 
投入地演唱可以活動到許多平時很難活動到的臉部組織，從而達到抗衰老，維護皮膚彈性，防止皮膚老化及改善更年期的功效。 
 
8、大聲歌唱可以改變一個人的心境和精神面貌。 
 
心理學家認為大聲歌唱對強迫症、抑鬱症的治療都有好處。因此大聲歌唱是一種特殊的心理療法。 
 
歌唱使你身心愉悅，唱歌使你煥發青春。好歌唱不停，唱出好心情。把大聲歌唱當成你生活中最愉快最舒心的事情吧!",bert,1.0,NORMAL,保健秘訣、食品安全,1,5,NOT_RUMOR
AV1s7xIKyCdS-nWhuc2F,lT3h7XEBrIRcahlYugqq,"

羅東有一個身體非常壯碩的前鎮民代表，三年前我因手痛，在醫院裡做復建，遇見他也來做復建，我驚呀發現他中風了，一手一腳不良於行，他告訴我說：「不久前大熱天的中午，回到家為了快速消暑，馬上就到浴室內淋冷水澡，當下覺得嘴巴合不起來，知道歹誌大條，立刻叫救護車送醫才撿回一命，但一手一腳不聽使喚」，大熱天忌沖冷水消暑，會引起血管急速收縮，轉知家裡的小孩、大人都要注意一下！",bert,1.0,NORMAL,保健秘訣、食品安全,0,9,NOT_RUMOR
AV2bMI3IyCdS-nWhudZO,lT3h7XEBrIRcahlYugqq,"瘋生吃南非葉 是養生還是自殺?

抽筋、血壓過低昏迷、肝腎衰竭…亂吃恐要命

中國醫藥大學附設醫院毒物科主任洪東榮說，南非葉非台灣本土植物，民間易聽信偏方誤用，像南非葉在非洲當地被拿來當茶飲，傳說可以降血壓、抗癌，但根本沒實證。

中國醫藥大學附設醫院中醫師葛正航表示，南非葉目前文獻資料和科學實驗都不足，無法證實能保肝、降三高，但它具清熱解毒功效，常有民眾拿來當茶飲，不過南非葉非常寒涼，是菊花茶、苦瓜數倍以上，生嚼、吃多或身體虛弱者吃了易抽筋，造成血壓過低昏迷，甚至肝、腎衰竭。

73歲廖姓病患今年春節前接受化療，家屬在他病床旁綁一大袋南非葉，說是「神明有指示」要他有空就嚼一片，他瞞著醫師吃到拉肚子，家屬也以為是排毒，不料1周後因虛弱、血壓太低休克，經急救不治，死因是肝衰竭。
更多資料~
http://a.udn.com/focus/2016/04/18/20061/index.html",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV1bABbKyCdS-nWhucog,lT3h7XEBrIRcahlYugqq,"網路謠言「緊急需要陰性血訊息」 民眾勿再轉發 #LINETODAY

https://today.line.me/TW/article/5931f5b084c5c76bc927fec364f33a195b24f97d20e7dd10303d6fedd87ba7fe?openExternalBrowser=1",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV9Ng56EyCdS-nWhuh8m,lT3h7XEBrIRcahlYugqq,"知名連鎖「小北百貨」創辦人黃卜文疑似因心肌梗塞在住家過世，享年54歲。【中央社】
　
最常見的心臟病發警訊是胸痛。這是種被緊擠壓縮，或被重物壓住的痛感。女性心臟病發的症狀可能較不典型，很容易被忽略。大家要注意心臟病發警訊！
https://goo.gl/Jgiig8

照顧心血管(heart)

搶救心臟 – 認識狹心症與心導管 （懶人包）
https://goo.gl/KeivjT

強烈撕裂性胸痛 – 主動脈剝離（懶人包）
https://goo.gl/ApGTeB

你為什麼應該好好控制血壓（懶人包）
https://goo.gl/wrXCsC

膽固醇過高，該不該吃藥？
https://goo.gl/L9tqoB

維繫生命的薄膜 – 心臟瓣膜疾病（懶人包）
https://goo.gl/NSSVr6
　
🎉專業、優質、值得信賴的照護線上！
https://goo.gl/kmGeVi",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV9Ny32PyCdS-nWhuh8v,lT3h7XEBrIRcahlYugqq,從昨天開始霜降了，連續三天不要吃生冷的食物。脚踝處要保暖，因為地上的寒氣開始上升了。這三天绝不能感冒生病哦，因為寒氣容易入骨髓。晚上睡前，記得熱水泡手泡脚。九寒天，從脚暖起哦！出門多穿點，多喝些温熱水 ，照顧好自己，一陣秋雨一陣寒。,bert,1.0,NORMAL,保健秘訣、食品安全,3,11,NOT_RUMOR
AV98hYtfyCdS-nWhuiei,lT3h7XEBrIRcahlYugqq,"分享-花不到八分鐘了解空氣污染，晚上不要出去運動保護自己。找到：
台灣的癌王(肺腺癌）PM2.5是元兇？？ ？          https://youtu.be/gp7KPoc9aJg
外出儘量戴口罩！",bert,1.0,NORMAL,保健秘訣、食品安全,0,2,NOT_RUMOR
AV8lCa-xyCdS-nWhuhjh,lT3h7XEBrIRcahlYugqq,"午晚安!
近幾個月的新發現!

花幾分鐘了解。
晚上不要出去運動保護自己
台灣的癌王肺腺癌PM2.5是元兇？？請問什麼時候空氣最新鮮？什麼地方？如果不是的時候怎麼做？
https://youtu.be/gp7KPoc9aJg",bert,1.0,NORMAL,保健秘訣、食品安全,0,3,NOT_RUMOR
AV7gcK38yCdS-nWhug8D,lT3h7XEBrIRcahlYugqq,"今日警方破獲假酒製造工廠，以合法牌照掩護非法方式生產，警方調查指出，林姓男子以調和酒精、糖精、香精及水方式，而非一般發酵釀造的手法，用「平和光公司」名義生產「卡碧888經典紅葡萄酒」、「卡碧1314白葡萄酒」及「果寶蔓越莓紅酒」等劣質酒品，查獲的劣酒3種品牌均已流入市面。
親友如果在喜宴酒席或禮品送禮上收到這三種國產葡萄酒，要注意是假酒不要使用，以免傷身。

杜蘭朵冰釀紅酒
巴洛克白葡萄酒
卡碧888經典紅葡萄酒
卡碧1314白葡萄酒
果寶蔓越莓紅酒

以上這幾種品牌國內的葡萄酒都是假酒劣酒，警方已經破獲合法的工廠但掩護非法製造，絕對不要使用會傷腎傷肝，要告訴朋友，因為市面有很多這類國產的葡萄酒。

酒席、流水席、喜宴、送禮都會碰到，全聯友上架賣過被查獲。
是用酒精、色素、調味劑、防腐劑參配而成，跟真的葡萄酒很難辨別或喝出差異，但化驗後就是假的，沒葡萄成分。",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
AV6a5e6hyCdS-nWhugYF,lT3h7XEBrIRcahlYugqq,"醫界似乎沒有共識……跟台大三十的建議對比「錯誤，沒事千萬不要去做頸部超音波篩檢甲狀腺癌。美國的從去年（或前年）開始就建議不要。因為許多甲狀腺癌會無聲無息的和你和平相處一輩子，篩檢只是多埃一刀。
同樣肺癌的電腦斷層檢查目前也只有吸煙的高危險群有幫助一般人用電腦斷層作健檢 是bad practice。」",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
5495107149723-rumor,lT3h7XEBrIRcahlYugqq,"震驚，一個111歲老人，簡單5句話教你活過100歲！想長壽就一定要看！ 
http://www.SOUL99.COM/aboutlife/2989/?utm_source=Line&utm_medium=app&utm_campaign=LineShare",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
5617263843029-rumor,lT3h7XEBrIRcahlYugqq,"社員 陳家逢 在 #爆料公社 發文
號外！號外！這個叫（#金剛）第二級毒品；像梅子粉，聞起來有甜甜的感覺，可加飲料跟放入香煙施用，沒有K他命一貫的臭味，效果比K他命強，請注意防範！
P.S.：不要在外面吃人家給的飲料和醃漬加梅粉的水果。請轉告自已親友及子女，以保護人身安全~

出自：台南市政府警察局",bert,1.0,NORMAL,保健秘訣、食品安全,0,120,NOT_RUMOR
